object_id,family,object_sets,n_episodes,split
KS_Chocolate_Cube_Box_Assortment_By_Neuhaus_2010_Ounces,KS_Chocolate_Cube_Box_Assortment_By_Neuhaus_2010_Ounces,573,38,train
Kid_Icarus_Uprising_Nintendo_3DS_Game,Kid_Icarus_Uprising_Nintendo_3DS_Game,573|focused_187,199,train
Kotex_U_Barely_There_Liners_Thin_60_count,Kotex_U_Barely_There_Liners_Thin_60_count,573,16,train
Kotex_U_Tween_Pads_16_pads,Kotex_U_Tween_Pads_16_pads,573,16,train
Kotobuki_Saucer_Dragon_Fly,Kotobuki_Saucer_Dragon_Fly,573|B_vessels,88,test
Krill_Oil,Krill_Oil,573|focused_187,247,train
LEGO_Bricks_More_Creative_Suitcase,LEGO_Bricks_More_Creative_Suitcase,573,38,val
LEGO_City_Advent_Calendar,LEGO_City_Advent_Calendar,573|focused_187,222,test
LEGO_Creationary_Game_ZJa163wlWp2,LEGO_Creationary_Game_ZJa163wlWp2,573|focused_187,227,train
LEGO_Fusion_Set_Town_Master,LEGO_Fusion_Set_Town_Master,573,54,train
LEGO_Star_Wars_Advent_Calendar,LEGO_Star_Wars_Advent_Calendar,573|focused_187,174,val
LTyrosine,LTyrosine,573|focused_187,316,train
Lactoferrin,Lactoferrin,573|focused_187,278,train
Leap_Frog_Paint_Dabber_Dot_Art_5_paint_bottles,Leap_Frog_Paint_Dabber_Dot_Art_5_paint_bottles,573|focused_187,215,train
Lego_Friends_Advent_Calendar,Lego_Friends_Advent_Calendar,573|focused_187,164,test
Little_Big_Planet_3_Plush_Edition,Little_Big_Planet_3_Plush_Edition,573,9,test
Little_Debbie_Chocolate_Cupcakes_8_ct,Little_Debbie_Chocolate_Cupcakes_8_ct,573|focused_187,292,train
Little_Debbie_Cloud_Cakes_10_ct,Little_Debbie_Cloud_Cakes_10_ct,573,20,train
Little_Debbie_Donut_Sticks_6_cake_donuts_10_oz_total,Little_Debbie_Donut_Sticks_6_cake_donuts_10_oz_total,573|focused_187,333,test
Little_House_on_the_Prairie_Season_Two_5_Discs_Includes_Digital,Little_House_on_the_Prairie_Season_Two_5_Discs_Includes_Digital,573|focused_187,260,test
Logitech_Ultimate_Ears_Boom_Wireless_Speaker_Night_Black,Logitech_Ultimate_Ears_Boom_Wireless_Speaker_Night_Black,573,8,train
Luigis_Mansion_Dark_Moon_Nintendo_3DS_Game,Luigis_Mansion_Dark_Moon_Nintendo_3DS_Game,573,5,test
Lutein,Lutein,573,52,test
MK7,MK7,573|focused_187,142,train
Mad_Gab_Refresh_Card_Game,Mad_Gab_Refresh_Card_Game,573,35,train
Marc_Anthony_Skip_Professional_Oil_of_Morocco_Conditioner_with_Argan_Oil,Marc_Anthony_Skip_Professional_Oil_of_Morocco_Conditioner_with_Argan_Oil,573|focused_187,155,train
Marc_Anthony_Strictly_Curls_Curl_Envy_Perfect_Curl_Cream_6_fl_oz_bottle,Marc_Anthony_Strictly_Curls_Curl_Envy_Perfect_Curl_Cream_6_fl_oz_bottle,573|focused_187,125,test
Marc_Anthony_True_Professional_Oil_of_Morocco_Argan_Oil_Treatment,Marc_Anthony_True_Professional_Oil_of_Morocco_Argan_Oil_Treatment,573|focused_187,212,val
Marc_Anthony_True_Professional_Strictly_Curls_Curl_Defining_Lotion,Marc_Anthony_True_Professional_Strictly_Curls_Curl_Defining_Lotion,573|focused_187,239,train
Mario_Luigi_Dream_Team_Nintendo_3DS_Game,Mario_Luigi_Dream_Team_Nintendo_3DS_Game,573,7,train
Mario_Party_9_Wii_Game,Mario_Party_9_Wii_Game,573,20,train
Markings_Desk_Caddy,Markings_Desk_Caddy,573,18,train
Markings_Letter_Holder,Markings_Letter_Holder,573,17,train
Mastic_Gum,Mastic_Gum,573|focused_187,264,test
Mattel_SKIP_BO_Card_Game,Mattel_SKIP_BO_Card_Game,573|focused_187,252,train
Melissa_Doug_See_Spell,Melissa_Doug_See_Spell,573|focused_187,327,train
Melissa_Doug_Traffic_Signs_and_Vehicles,Melissa_Doug_Traffic_Signs_and_Vehicles,573|focused_187,338,train
Mist_Wipe_Warmer,Mist_Wipe_Warmer,573,36,train
My_First_Rolling_Lion,My_First_Rolling_Lion,573|focused_187,240,train
My_First_Wiggle_Crocodile,My_First_Wiggle_Crocodile,573|focused_187,244,train
My_Little_Pony_Princess_Celestia,My_Little_Pony_Princess_Celestia,573,45,test
My_Monopoly_Board_Game,My_Monopoly_Board_Game,573,44,test
NESCAFE_NESCAFE_TC_STKS_DECAF_6_CT,NESCAFE_NESCAFE_TC_STKS_DECAF_6_CT,573|focused_187,106,train
NattoMax,NattoMax,573|focused_187,283,test
Neat_Solutions_Character_Bib_2_pack,Neat_Solutions_Character_Bib_2_pack,573,17,val
Nescafe_16Count_Dolce_Gusto_Cappuccino_Capsules,Nescafe_16Count_Dolce_Gusto_Cappuccino_Capsules,573,26,train
Nescafe_Memento_Latte_Caramel_8_08_oz_23_g_packets_64_oz_184_g,Nescafe_Memento_Latte_Caramel_8_08_oz_23_g_packets_64_oz_184_g,573,18,test
Nescafe_Momento_Mocha_Specialty_Coffee_Mix_8_ct,Nescafe_Momento_Mocha_Specialty_Coffee_Mix_8_ct,573,23,val
Nescafe_Tasters_Choice_Instant_Coffee_Decaf_House_Blend_Light_7_oz,Nescafe_Tasters_Choice_Instant_Coffee_Decaf_House_Blend_Light_7_oz,573|focused_187,135,val
Nestl_Crunch_Girl_Scouts_Cookie_Flavors_Caramel_Coconut_78_oz_box,Nestl_Crunch_Girl_Scouts_Cookie_Flavors_Caramel_Coconut_78_oz_box,573|focused_187,76,train
Nestl_Skinny_Cow_Heavenly_Crisp_Candy_Bar_Chocolate_Raspberry_6_pack_462_oz_total,Nestl_Skinny_Cow_Heavenly_Crisp_Candy_Bar_Chocolate_Raspberry_6_pack_462_oz_total,573,16,test
Nestle_Carnation_Cinnamon_Coffeecake_Kit_1913OZ,Nestle_Carnation_Cinnamon_Coffeecake_Kit_1913OZ,573,16,train
Nestle_Nesquik_Chocolate_Powder_Flavored_Milk_Additive_109_Oz_Canister,Nestle_Nesquik_Chocolate_Powder_Flavored_Milk_Additive_109_Oz_Canister,573,33,train
Nestle_Nips_Hard_Candy_Peanut_Butter,Nestle_Nips_Hard_Candy_Peanut_Butter,573,39,train
Nestle_Pure_Life_Exotics_Sparkling_Water_Strawberry_Dragon_Fruit_8_count_12_fl_oz_can,Nestle_Pure_Life_Exotics_Sparkling_Water_Strawberry_Dragon_Fruit_8_count_12_fl_oz_can,573,36,test
Nestle_Pure_Life_Exotics_Sparkling_Water_Strawberry_Dragon_Fruit_8_count_12_fl_oz_can_aX0ygjh3bxi,Nestle_Pure_Life_Exotics_Sparkling_Water_Strawberry_Dragon_Fruit_8_count_12_fl_oz_can_aX0ygjh3bxi,573,38,train
Nestle_Raisinets_Milk_Chocolate_35_oz_992_g,Nestle_Raisinets_Milk_Chocolate_35_oz_992_g,573|focused_187,191,test
Nestle_Skinny_Cow_Dreamy_Clusters_Candy_Dark_Chocolate_6_pack_1_oz_pouches,Nestle_Skinny_Cow_Dreamy_Clusters_Candy_Dark_Chocolate_6_pack_1_oz_pouches,573,18,train
Netgear_Ac1750_Router_Wireless_Dual_Band_Gigabit_Router,Netgear_Ac1750_Router_Wireless_Dual_Band_Gigabit_Router,573,32,test
Netgear_N750_Wireless_Dual_Band_Gigabit_Router,Netgear_N750_Wireless_Dual_Band_Gigabit_Router,573|focused_187,163,train
Netgear_Nighthawk_X6_AC3200_TriBand_Gigabit_Wireless_Router,Netgear_Nighthawk_X6_AC3200_TriBand_Gigabit_Wireless_Router,573,34,train
New_Super_Mario_BrosWii_Wii_Game,New_Super_Mario_BrosWii_Wii_Game,573,17,test
Nightmare_Before_Christmas_Collectors_Edition_Operation,Nightmare_Before_Christmas_Collectors_Edition_Operation,573|focused_187,356,test
Nikon_1_AW1_w11275mm_Lens_Silver,Nikon_1_AW1_w11275mm_Lens_Silver,573|focused_187,330,train
Nintendo_Mario_Action_Figure,Nintendo_Mario_Action_Figure,573|focused_187,219,train
Nintendo_Wii_Party_U_with_Controller_Wii_U_Game,Nintendo_Wii_Party_U_with_Controller_Wii_U_Game,573|focused_187,108,train
Nintendo_Yoshi_Action_Figure,Nintendo_Yoshi_Action_Figure,573|focused_187,272,train
Nips_Hard_Candy_Rich_Creamy_Butter_Rum_4_oz_1133_g,Nips_Hard_Candy_Rich_Creamy_Butter_Rum_4_oz_1133_g,573,23,val
Nordic_Ware_Original_Bundt_Pan,Nordic_Ware_Original_Bundt_Pan,573|B_vessels,230,train
Now_Designs_Bowl_Akita_Black,Now_Designs_Bowl_Akita_Black,573|B_vessels,168,train
OXO_Cookie_Spatula,OXO_Cookie_Spatula,573,14,train
OXO_Soft_Works_Can_Opener_SnapLock,OXO_Soft_Works_Can_Opener_SnapLock,573|focused_187,210,test
Object,Object,573|focused_187,133,test
Office_Depot_Canon_CL211XL_Remanufactured_Ink_Cartridge_TriColor,Office_Depot_Canon_CL211XL_Remanufactured_Ink_Cartridge_TriColor,573,10,train
Office_Depot_Canon_CLI36_Remanufactured_Ink_Cartridge_TriColor,Office_Depot_Canon_CLI36_Remanufactured_Ink_Cartridge_TriColor,573,25,train
Office_Depot_Canon_CLI_221BK_Ink_Cartridge_Black_2946B001,Office_Depot_Canon_CLI_221BK_Ink_Cartridge_Black_2946B001,573,11,train
Office_Depot_Canon_CLI_8CMY_Remanufactured_Ink_Cartridges_Color_Cyan_Magenta_Yellow_3_count,Office_Depot_Canon_CLI_8CMY_Remanufactured_Ink_Cartridges_Color_Cyan_Magenta_Yellow_3_count,573,2,train
Office_Depot_Canon_CLI_8Y_Ink_Cartridge_Yellow_0623B002,Office_Depot_Canon_CLI_8Y_Ink_Cartridge_Yellow_0623B002,573,12,train
Office_Depot_Canon_CL_41_Remanufactured_Ink_Cartridge_TriColor,Office_Depot_Canon_CL_41_Remanufactured_Ink_Cartridge_TriColor,573,17,val
Office_Depot_Canon_PG21XL_Remanufactured_Ink_Cartridge_Black,Office_Depot_Canon_PG21XL_Remanufactured_Ink_Cartridge_Black,573,11,train
Office_Depot_Canon_PGI22_Remanufactured_Ink_Cartridge_Black,Office_Depot_Canon_PGI22_Remanufactured_Ink_Cartridge_Black,573,17,test
Office_Depot_Canon_PGI35_Remanufactured_Ink_Cartridge_Black,Office_Depot_Canon_PGI35_Remanufactured_Ink_Cartridge_Black,573,9,val
Office_Depot_Canon_PGI5BK_Remanufactured_Ink_Cartridge_Black,Office_Depot_Canon_PGI5BK_Remanufactured_Ink_Cartridge_Black,573,7,val
Office_Depot_Canon_PG_240XL_Ink_Cartridge_Black_5206B001,Office_Depot_Canon_PG_240XL_Ink_Cartridge_Black_5206B001,573,12,test
Office_Depot_Dell_Series_11_Remanufactured_Ink_Cartridge_Black,Office_Depot_Dell_Series_11_Remanufactured_Ink_Cartridge_Black,573,9,val
Office_Depot_Dell_Series_11_Remanufactured_Ink_Cartridge_TriColor,Office_Depot_Dell_Series_11_Remanufactured_Ink_Cartridge_TriColor,573,31,train
Office_Depot_Dell_Series_1_Remanufactured_Ink_Cartridge_Black,Office_Depot_Dell_Series_1_Remanufactured_Ink_Cartridge_Black,573,9,val
Office_Depot_Dell_Series_1_Remanufactured_Ink_Cartridge_TriColor,Office_Depot_Dell_Series_1_Remanufactured_Ink_Cartridge_TriColor,573,8,train
Office_Depot_Dell_Series_5_Remanufactured_Ink_Cartridge_Black,Office_Depot_Dell_Series_5_Remanufactured_Ink_Cartridge_Black,573,11,train
Office_Depot_Dell_Series_9_Color_Ink_Ink_Cartridge_MK991_MK993,Office_Depot_Dell_Series_9_Color_Ink_Ink_Cartridge_MK991_MK993,573,23,val
Office_Depot_Dell_Series_9_Ink_Cartridge_Black_MK992,Office_Depot_Dell_Series_9_Ink_Cartridge_Black_MK992,573,11,test
Office_Depot_HP_2_Remanufactured_Ink_Cartridges_Color_Cyan_Magenta_Yellow_3_count,Office_Depot_HP_2_Remanufactured_Ink_Cartridges_Color_Cyan_Magenta_Yellow_3_count,573,33,test
Office_Depot_HP_564XL_Ink_Cartridge_Black_CN684WN,Office_Depot_HP_564XL_Ink_Cartridge_Black_CN684WN,573,11,train
Office_Depot_HP_564XL_Remanufactured_Ink_Cartridges_Color_Cyan_Magenta_Yellow_3_count,Office_Depot_HP_564XL_Remanufactured_Ink_Cartridges_Color_Cyan_Magenta_Yellow_3_count,573,6,train
Office_Depot_HP_61Tricolor_Ink_Cartridge,Office_Depot_HP_61Tricolor_Ink_Cartridge,573,16,val
Office_Depot_HP_71_Remanufactured_Ink_Cartridge_Black,Office_Depot_HP_71_Remanufactured_Ink_Cartridge_Black,573,22,train
Office_Depot_HP_74XL75_Remanufactured_Ink_Cartridges_BlackTriColor_2_count,Office_Depot_HP_74XL75_Remanufactured_Ink_Cartridges_BlackTriColor_2_count,573,2,train
Office_Depot_HP_75_Remanufactured_Ink_Cartridge_TriColor,Office_Depot_HP_75_Remanufactured_Ink_Cartridge_TriColor,573,24,train
Office_Depot_HP_920XL_920_High_Yield_Black_and_Standard_CMY_Color_Ink_Cartridges,Office_Depot_HP_920XL_920_High_Yield_Black_and_Standard_CMY_Color_Ink_Cartridges,573,3,train
Office_Depot_HP_932XL_Ink_Cartridge_Black_CN053A,Office_Depot_HP_932XL_Ink_Cartridge_Black_CN053A,573,10,test
Office_Depot_HP_950XL_Ink_Cartridge_Black_CN045AN,Office_Depot_HP_950XL_Ink_Cartridge_Black_CN045AN,573,12,train
Office_Depot_HP_96_Remanufactured_Ink_Cartridge_Black,Office_Depot_HP_96_Remanufactured_Ink_Cartridge_Black,573|focused_187,186,train
Office_Depot_HP_98_Remanufactured_Ink_Cartridge_Black,Office_Depot_HP_98_Remanufactured_Ink_Cartridge_Black,573,29,test
Orbit_Bubblemint_Mini_Bottle_6_ct,Orbit_Bubblemint_Mini_Bottle_6_ct,573,33,test
Organic_Whey_Protein_Unflavored,Organic_Whey_Protein_Unflavored,573,12,train
Organic_Whey_Protein_Vanilla,Organic_Whey_Protein_Vanilla,573,8,val
Ortho_Forward_Facing_CkAW6rL25xH,Ortho_Forward_Facing_CkAW6rL25xH,573,19,val
PEEKABOO_ROLLER,PEEKABOO_ROLLER,573|focused_187,185,train
PEPSI_NEXT_CACRV,PEPSI_NEXT_CACRV,573,40,val
PINEAPPLE_MARACA_6_PCSSET,PINEAPPLE_MARACA_6_PCSSET,573,18,test
Paint_Maker,Paint_Maker,573,35,train
Paper_Mario_Sticker_Star_Nintendo_3DS_Game,Paper_Mario_Sticker_Star_Nintendo_3DS_Game,573,3,train
Pass_The_Popcorn_Movie_Guessing_Game,Pass_The_Popcorn_Movie_Guessing_Game,573|focused_187,117,train
Pennington_Electric_Pot_Cabana_4,Pennington_Electric_Pot_Cabana_4,573,13,train
Pepsi_Caffeine_Free_Diet_12_CT,Pepsi_Caffeine_Free_Diet_12_CT,573,38,val
Pepsi_Cola_Caffeine_Free_12_12_fl_oz_355_ml_cans_144_fl_oz_426_lt,Pepsi_Cola_Caffeine_Free_12_12_fl_oz_355_ml_cans_144_fl_oz_426_lt,573,45,val
Pepsi_Cola_Wild_Cherry_Diet_12_12_fl_oz_355_ml_cans_144_fl_oz_426_lt,Pepsi_Cola_Wild_Cherry_Diet_12_12_fl_oz_355_ml_cans_144_fl_oz_426_lt,573,46,test
Pepsi_Max_Cola_Zero_Calorie_12_12_fl_oz_355_ml_cans_144_fl_oz_426_lt,Pepsi_Max_Cola_Zero_Calorie_12_12_fl_oz_355_ml_cans_144_fl_oz_426_lt,573,50,val
Perricoen_MD_No_Concealer_Concealer,Perricoen_MD_No_Concealer_Concealer,573|focused_187,276,train
Perricone_MD_AcylGlutathione_Deep_Crease_Serum,Perricone_MD_AcylGlutathione_Deep_Crease_Serum,573|focused_187,119,train
Perricone_MD_AcylGlutathione_Eye_Lid_Serum,Perricone_MD_AcylGlutathione_Eye_Lid_Serum,573|focused_187,117,train
Perricone_MD_Best_of_Perricone_7Piece_Collection_MEGsO6GIsyL,Perricone_MD_Best_of_Perricone_7Piece_Collection_MEGsO6GIsyL,573,28,train
Perricone_MD_Blue_Plasma_Orbital,Perricone_MD_Blue_Plasma_Orbital,573,9,train
Perricone_MD_Chia_Serum,Perricone_MD_Chia_Serum,573,58,train
Perricone_MD_Cold_Plasma,Perricone_MD_Cold_Plasma,573,10,train
Perricone_MD_Cold_Plasma_Body,Perricone_MD_Cold_Plasma_Body,573,7,train
Perricone_MD_Face_Finishing_Moisturizer,Perricone_MD_Face_Finishing_Moisturizer,573|focused_187,267,train
Perricone_MD_Face_Finishing_Moisturizer_4_oz,Perricone_MD_Face_Finishing_Moisturizer_4_oz,573,10,train
Perricone_MD_Firming_Neck_Therapy_Treatment,Perricone_MD_Firming_Neck_Therapy_Treatment,573|focused_187,280,train
Perricone_MD_Health_Weight_Management_Supplements,Perricone_MD_Health_Weight_Management_Supplements,573,33,test
Perricone_MD_High_Potency_Evening_Repair,Perricone_MD_High_Potency_Evening_Repair,573|focused_187,285,train
Perricone_MD_Hypoallergenic_Firming_Eye_Cream_05_oz,Perricone_MD_Hypoallergenic_Firming_Eye_Cream_05_oz,573|focused_187,216,test
Perricone_MD_Hypoallergenic_Gentle_Cleanser,Perricone_MD_Hypoallergenic_Gentle_Cleanser,573,11,test
Perricone_MD_Neuropeptide_Facial_Conformer,Perricone_MD_Neuropeptide_Facial_Conformer,573|focused_187,253,train
Perricone_MD_Neuropeptide_Firming_Moisturizer,Perricone_MD_Neuropeptide_Firming_Moisturizer,573|focused_187,274,train
Perricone_MD_No_Bronzer_Bronzer,Perricone_MD_No_Bronzer_Bronzer,573|focused_187,242,train
Perricone_MD_No_Foundation_Foundation_No_1,Perricone_MD_No_Foundation_Foundation_No_1,573|focused_187,311,train
Perricone_MD_No_Foundation_Serum,Perricone_MD_No_Foundation_Serum,573|focused_187,303,train
Perricone_MD_No_Lipstick_Lipstick,Perricone_MD_No_Lipstick_Lipstick,573|focused_187,206,train
Perricone_MD_No_Mascara_Mascara,Perricone_MD_No_Mascara_Mascara,573|focused_187,286,train
Perricone_MD_Nutritive_Cleanser,Perricone_MD_Nutritive_Cleanser,573,18,test
Perricone_MD_OVM,Perricone_MD_OVM,573,14,test
Perricone_MD_Omega_3_Supplements,Perricone_MD_Omega_3_Supplements,573,17,train
Perricone_MD_Photo_Plasma,Perricone_MD_Photo_Plasma,573|focused_187,74,train
Perricone_MD_Skin_Clear_Supplements,Perricone_MD_Skin_Clear_Supplements,573,22,train
Perricone_MD_Skin_Total_Body_Supplements,Perricone_MD_Skin_Total_Body_Supplements,573,22,train
Perricone_MD_Super_Berry_Powder_with_Acai_Supplements,Perricone_MD_Super_Berry_Powder_with_Acai_Supplements,573,5,val
Perricone_MD_The_Cold_Plasma_Face_Eyes_Duo,Perricone_MD_The_Cold_Plasma_Face_Eyes_Duo,573,12,train
Perricone_MD_The_Crease_Cure_Duo,Perricone_MD_The_Crease_Cure_Duo,573,17,test
Perricone_MD_The_Metabolic_Formula_Supplements,Perricone_MD_The_Metabolic_Formula_Supplements,573,2,val
Perricone_MD_The_Power_Treatments,Perricone_MD_The_Power_Treatments,573|focused_187,154,train
Perricone_MD_Vitamin_C_Ester_15,Perricone_MD_Vitamin_C_Ester_15,573,13,train
Perricone_MD_Vitamin_C_Ester_Serum,Perricone_MD_Vitamin_C_Ester_Serum,573|focused_187,116,test
Persona_Q_Shadow_of_the_Labyrinth_Nintendo_3DS,Persona_Q_Shadow_of_the_Labyrinth_Nintendo_3DS,573|focused_187,167,test
Pet_Dophilus_powder,Pet_Dophilus_powder,573|focused_187,298,train
Philips_60ct_Warm_White_LED_Smooth_Mini_String_Lights,Philips_60ct_Warm_White_LED_Smooth_Mini_String_Lights,573,13,train
Philips_EcoVantage_43_W_Light_Bulbs_Natural_Light_2_pack,Philips_EcoVantage_43_W_Light_Bulbs_Natural_Light_2_pack,573,9,train
Philips_Sonicare_Tooth_Brush_2_count,Philips_Sonicare_Tooth_Brush_2_count,573,24,train
Phillips_Caplets_Size_24,Phillips_Caplets_Size_24,573|focused_187,248,train
Phillips_Colon_Health_Probiotic_Capsule,Phillips_Colon_Health_Probiotic_Capsule,573,15,train
Phillips_Milk_of_Magnesia_Saline_Laxative_Liquid_Original,Phillips_Milk_of_Magnesia_Saline_Laxative_Liquid_Original,573|focused_187,348,val
Phillips_Stool_Softener_Liquid_Gels_30_liquid_gels,Phillips_Stool_Softener_Liquid_Gels_30_liquid_gels,573|focused_187,237,train
PhosphOmega,PhosphOmega,573|focused_187,275,train
Pokmon_Conquest_Nintendo_DS_Game,Pokmon_Conquest_Nintendo_DS_Game,573,9,val
Pokmon_X_Nintendo_3DS_Game,Pokmon_X_Nintendo_3DS_Game,573,2,test
Pokmon_Y_Nintendo_3DS_Game,Pokmon_Y_Nintendo_3DS_Game,573,1,train
Pokémon_Omega_Ruby_Alpha_Sapphire_Dual_Pack_Nintendo_3DS,Pokémon_Omega_Ruby_Alpha_Sapphire_Dual_Pack_Nintendo_3DS,573,29,test
Polar_Herring_Fillets_Smoked_Peppered_705_oz_total,Polar_Herring_Fillets_Smoked_Peppered_705_oz_total,573,3,train
Prostate_Optimizer,Prostate_Optimizer,573|focused_187,319,test
QAbsorb_CoQ10,QAbsorb_CoQ10,573|focused_187,285,test
QAbsorb_CoQ10_53iUqjWjW3O,QAbsorb_CoQ10_53iUqjWjW3O,573|focused_187,290,test
QHPomegranate,QHPomegranate,573|focused_187,255,train
Quercetin_500,Quercetin_500,573|focused_187,346,train
Razer_Kraken_71_Chroma_headset_Full_size_Black,Razer_Kraken_71_Chroma_headset_Full_size_Black,573,30,test
Razer_Kraken_Pro_headset_Full_size_Black,Razer_Kraken_Pro_headset_Full_size_Black,573,12,val
Razer_Naga_MMO_Gaming_Mouse,Razer_Naga_MMO_Gaming_Mouse,573|focused_187,235,train
Razer_Taipan_Black_Ambidextrous_Gaming_Mouse,Razer_Taipan_Black_Ambidextrous_Gaming_Mouse,573,40,train
Razer_Taipan_White_Ambidextrous_Gaming_Mouse,Razer_Taipan_White_Ambidextrous_Gaming_Mouse,573,47,train
ReadytoUse_Rolled_Fondant_Pure_White_24_oz_box,ReadytoUse_Rolled_Fondant_Pure_White_24_oz_box,573|focused_187,105,train
RedBlack_Nintendo_3DSXL,RedBlack_Nintendo_3DSXL,573,27,train
Remington_1_12_inch_Hair_Straightener,Remington_1_12_inch_Hair_Straightener,573|focused_187,187,test
Remington_TStudio_Hair_Dryer,Remington_TStudio_Hair_Dryer,573,67,train
Remington_TStudio_Silk_Ceramic_Hair_Straightener_2_Inch_Floating_Plates,Remington_TStudio_Silk_Ceramic_Hair_Straightener_2_Inch_Floating_Plates,573,20,train
Room_Essentials_Bowl_Turquiose,Room_Essentials_Bowl_Turquiose,573|B_vessels,147,test
Room_Essentials_Dish_Drainer_Collapsible_White,Room_Essentials_Dish_Drainer_Collapsible_White,573,84,train
Room_Essentials_Fabric_Cube_Lavender,Room_Essentials_Fabric_Cube_Lavender,573,5,train
Room_Essentials_Mug_White_Yellow,Room_Essentials_Mug_White_Yellow,573,12,train
Room_Essentials_Salad_Plate_Turquoise,Room_Essentials_Salad_Plate_Turquoise,573|focused_187,237,test
SAMe_200,SAMe_200,573,13,train
SAMe_200_KX7ZmOw47co,SAMe_200_KX7ZmOw47co,573,16,train
SAPPHIRE_R7_260X_OC,SAPPHIRE_R7_260X_OC,573,18,train
SCHOOL_BUS,SCHOOL_BUS,573|focused_187,110,train
Saccharomyces_Boulardii_MOS_Value_Size,Saccharomyces_Boulardii_MOS_Value_Size,573|focused_187,343,train
Samsung_CLTC406S_Toner_Cartridge_Cyan_1pack,Samsung_CLTC406S_Toner_Cartridge_Cyan_1pack,573,19,train
Sapota_Threshold_4_Ceramic_Round_Planter_Red,Sapota_Threshold_4_Ceramic_Round_Planter_Red,573|B_vessels,34,train
Schleich_African_Black_Rhino,Schleich_African_Black_Rhino,573|focused_187,206,train
Schleich_Allosaurus,Schleich_Allosaurus,573|focused_187,204,train
Schleich_Bald_Eagle,Schleich_Bald_Eagle,573,25,test
Schleich_Hereford_Bull,Schleich_Hereford_Bull,573|focused_187,211,train
Schleich_Lion_Action_Figure,Schleich_Lion_Action_Figure,573,41,train
Schleich_S_Bayala_Unicorn_70432,Schleich_S_Bayala_Unicorn_70432,573,28,val
Schleich_Spinosaurus_Action_Figure,Schleich_Spinosaurus_Action_Figure,573|focused_187,185,train
Schleich_Therizinosaurus_ln9cruulPqc,Schleich_Therizinosaurus_ln9cruulPqc,573|focused_187,140,train
Sea_to_Summit_Xl_Bowl,Sea_to_Summit_Xl_Bowl,573|B_vessels,84,val
Seagate_1TB_Backup_Plus_portable_drive_Blue,Seagate_1TB_Backup_Plus_portable_drive_Blue,573,12,test
Seagate_1TB_Backup_Plus_portable_drive_Silver,Seagate_1TB_Backup_Plus_portable_drive_Silver,573|focused_187,139,test
Seagate_1TB_Backup_Plus_portable_drive_for_Mac,Seagate_1TB_Backup_Plus_portable_drive_for_Mac,573,10,train
Seagate_1TB_Wireless_Plus_mobile_device_storage,Seagate_1TB_Wireless_Plus_mobile_device_storage,573,2,train
Seagate_3TB_Central_shared_storage,Seagate_3TB_Central_shared_storage,573,41,train
Seagate_Archive_HDD_8_TB_Internal_hard_drive_SATA_6Gbs_35_ST8000AS0002,Seagate_Archive_HDD_8_TB_Internal_hard_drive_SATA_6Gbs_35_ST8000AS0002,573|focused_187,200,train
Shurtape_30_Day_Removal_UV_Delct_15,Shurtape_30_Day_Removal_UV_Delct_15,573,10,train
Shurtape_Gaffers_Tape_Silver_2_x_60_yd,Shurtape_Gaffers_Tape_Silver_2_x_60_yd,573,26,test
Shurtape_Tape_Purple_CP28,Shurtape_Tape_Purple_CP28,573,19,test
Sleep_Optimizer,Sleep_Optimizer,573|focused_187,166,train
Smith_Hawken_Woven_BasketTray_Organizer_with_3_Compartments_95_x_9_x_13,Smith_Hawken_Woven_BasketTray_Organizer_with_3_Compartments_95_x_9_x_13,573,20,train
Snack_Catcher_Snack_Dispenser,Snack_Catcher_Snack_Dispenser,573,22,test
Sonicare_2_Series_Toothbrush_Plaque_Control,Sonicare_2_Series_Toothbrush_Plaque_Control,573,31,train
Sony_Acid_Music_Studio,Sony_Acid_Music_Studio,573|focused_187,191,test
Sony_Downloadable_Loops,Sony_Downloadable_Loops,573,35,val
Sorry_Sliders_Board_Game,Sorry_Sliders_Board_Game,573,44,train
Spritz_Easter_Basket_Plastic_Teal,Spritz_Easter_Basket_Plastic_Teal,573,4,train
Star_Wars_Rogue_Squadron_Nintendo_64,Star_Wars_Rogue_Squadron_Nintendo_64,573,1,train
Sterilite_Caddy_Blue_Sky_17_58_x_12_58_x_9_14,Sterilite_Caddy_Blue_Sky_17_58_x_12_58_x_9_14,573,21,train
Super_Mario_3D_World_Deluxe_Set,Super_Mario_3D_World_Deluxe_Set,573,31,train
Super_Mario_3D_World_Deluxe_Set_yThuvW9vZed,Super_Mario_3D_World_Deluxe_Set_yThuvW9vZed,573,71,val
Super_Mario_3D_World_Wii_U_Game,Super_Mario_3D_World_Wii_U_Game,573,15,train
Super_Mario_Kart_Super_Nintendo_Entertainment_System,Super_Mario_Kart_Super_Nintendo_Entertainment_System,573,7,test
Supernatural_Ouija_Board_Game,Supernatural_Ouija_Board_Game,573|focused_187,268,train
Swiss_Miss_Hot_Cocoa_KCups_Milk_Chocolate_12_count,Swiss_Miss_Hot_Cocoa_KCups_Milk_Chocolate_12_count,573,11,train
Target_Basket_Medium,Target_Basket_Medium,573,2,test
Tena_Pads_Heavy_Long_42_pads,Tena_Pads_Heavy_Long_42_pads,573,41,val
Tetris_Link_Game,Tetris_Link_Game,573,33,train
